"","word","value"
"8645","shotgunned",-0.4
"8646","shove",-0.5
"8647","shoving",-0.6
"8648","showdown",-0.4
"8649","showy",-0.25
"8650","shrew",-0.75
"8651","shrewd",-0.4
"8652","shriek",-0.5
"8653","shrill",-0.75
"8654","shrilly",-0.8
"8655","shrivel",-0.6
"8656","shroud",-0.4
"8657","shrouded",-0.4
"8658","shrug",-0.25
"8659","shrunk",-0.5
"8660","shudder",-0.5
"8661","shuddering",-1
"8662","shun",-0.5
"8663","shunned",-1
"8664","shuttering",-0.6
"8665","shy",-0.4
"8666","shyest",-0.4
"8667","sick",-0.75
"8668","sicken",-0.8
"8669","sickened",-0.8
"8670","sickening",-0.75
"8671","sickeningly",-1
"8672","sickly",-0.5
"8673","sickness",-0.75
"8674","sidearm",-0.25
"8675","sidelong",-0.25
"8676","sidetrack",-0.6
"8677","sidetracked",-0.6
"8678","siege",-0.6
"8679","sigh",-0.4
"8680","significance",0.5
"8681","significant",0.5
"8682","silencing",-0.5
"8683","silk",0.6
"8684","silliness",0.4
"8685","silly",-0.25
"8686","silty",-0.25
"8687","simpler",0.4
"8688","simplest",0.4
"8689","simplified",0.4
"8690","simplifies",0.4
"8691","simplify",0.25
"8692","simplifying",0.4
"8693","simplistic",0.4
"8694","simplistically",0.4
"8695","sin",-0.75
"8696","sincere",0.75
"8697","sincerely",0.5
"8698","sincerest",1
"8699","sincerity",1
"8700","sinful",-0.75
"8701","sinfully",-1
"8702","sing",0.6
"8703","sinister",-0.75
"8704","sinisterly",-1
"8705","sink",-0.25
"8706","sinkholes",-0.6
"8707","sinking",-0.25
"8708","sinner",-0.5
"8709","sinning",-1
"8710","sir",0.25
"8711","siren",-0.25
"8712","sissy",-0.4
"8713","sisterhood",0.5
"8714","sizable",0.25
"8715","skeletons",-0.1
"8716","skeptic",-0.5
"8717","skeptical",-0.75
"8718","skeptically",-0.8
"8719","skepticism",-0.25
"8720","skeptics",-0.6
"8721","sketchy",-0.75
"8722","skewed",-0.8
"8723","skid",-0.6
"8724","skidded",-0.25
"8725","skidding",-0.25
"8726","skill",0.8
"8727","skilled",0.5
"8728","skillful",0.5
"8729","skillfully",1
"8730","skimpy",-0.6
"8731","skirmish",-0.8
"8732","skittish",-0.8
"8733","skittishly",-0.8
"8734","skulk",-1
"8735","skulked",-1
"8736","skulking",-1
"8737","skulls",-0.4
"8738","skyrocketed",0.4
"8739","slabbed",-0.25
"8740","slam",-0.75
"8741","slamming",-0.4
"8742","slander",-0.5
"8743","slanderer",-1
"8744","slanderous",-0.5
"8745","slanderously",-1
"8746","slanders",-1
"8747","slap",-0.5
"8748","slash",-0.4
"8749","slashed",-0.5
"8750","slashes",-0.4
"8751","slashing",-0.5
"8752","slaughter",-0.75
"8753","slaughtered",-1
"8754","slaughterhouse",-0.8
"8755","slaughtering",-1
"8756","slave",-0.75
"8757","slavery",-0.75
"8758","slaves",-1
"8759","slay",-0.8
"8760","slayer",-0.8
"8761","sleazebag",-1
"8762","sleazy",-0.5
"8763","sleek",0.5
"8764","sleepless",-1
"8765","sleeplessness",-1
"8766","sleet",-0.6
"8767","slender",0.6
"8768","slick",0.25
"8769","slim",0.6
"8770","slime",-0.6
"8771","slimebag",-1
"8772","slimy",-0.8
"8773","slink",-0.4
"8774","slip",-0.25
"8775","slithered",-0.6
"8776","slog",-0.4
"8777","slogged",-0.4
"8778","slogging",-0.4
"8779","slogs",-0.5
"8780","slop",-0.8
"8781","sloppily",-1
"8782","sloppiness",-1
"8783","sloppy",-0.5
"8784","sloshes",-0.25
"8785","sloth",-0.5
"8786","slothful",-0.8
"8787","slouch",-0.6
"8788","slouching",-0.6
"8789","slow",-0.25
"8790","slowed",-0.25
"8791","slower",-0.25
"8792","slowest",-0.25
"8793","slowly",-0.25
"8794","slowmoving",-0.25
"8795","slowness",-0.25
"8796","sludge",-0.5
"8797","slug",-0.75
"8798","sluggish",-0.75
"8799","slum",-1
"8800","slump",-0.5
"8801","slumping",-0.8
"8802","slumpping",-0.6
"8803","slunk",-0.6
"8804","slur",-0.5
"8805","slurps",-0.25
"8806","slush",-0.4
"8807","slut",-1
"8808","sluts",-0.75
"8809","sly",-0.5
"8810","smack",-0.5
"8811","smacking",-0.6
"8812","smallish",-0.25
"8813","smart",0.5
"8814","smarter",0.5
"8815","smartest",0.5
"8816","smartly",0.8
"8817","smash",-0.75
"8818","smashed",-0.6
"8819","smattering",-0.25
"8820","smear",-0.5
"8821","smell",-0.25
"8822","smelled",-0.25
"8823","smelling",-0.25
"8824","smells",-0.25
"8825","smelly",-1
"8826","smile",0.75
"8827","smiled",0.8
"8828","smiles",0.5
"8829","smiling",0.75
"8830","smilingly",0.8
"8831","smirk",-0.4
"8832","smirking",-0.4
"8833","smite",-0.8
"8834","smithereens",-0.25
"8835","smitten",0.75
"8836","smog",-0.8
"8837","smoke",-0.25
"8838","smoker",-0.25
"8839","smokescreen",-0.25
"8840","smolder",-0.25
"8841","smoldering",-0.25
"8842","smolders",-0.25
"8843","smooth",0.6
"8844","smoother",0.6
"8845","smoothes",0.6
"8846","smoothest",0.6
"8847","smoothly",0.6
"8848","smoothness",0.6
"8849","smother",-0.5
"8850","smothering",-0.25
"8851","smudge",-0.75
"8852","smudged",-0.5
"8853","smudges",-0.6
"8854","smudging",-0.6
"8855","smug",-0.75
"8856","smuggle",-0.8
"8857","smuggler",-0.8
"8858","smuggling",-0.8
"8859","smugly",-1
"8860","smut",-0.5
"8861","smuttier",-1
"8862","smuttiest",-1
"8863","smutty",-1
"8864","snack",0.4
"8865","snacks",0.4
"8866","snag",-0.5
"8867","snagged",-0.25
"8868","snagging",-0.25
"8869","snags",-0.5
"8870","snake",-0.25
"8871","snakebite",-1
"8872","snare",-0.5
"8873","snarky",-0.6
"8874","snarl",-0.75
"8875","snarled",-1
"8876","snarling",-0.5
"8877","snatched",-0.8
"8878","snazzy",0.8
"8879","sneak",-0.5
"8880","sneakily",-0.4
"8881","sneaking",-0.5
"8882","sneaks",-0.4
"8883","sneaky",-0.5
"8884","sneer",-0.75
"8885","sneering",-1
"8886","sneeringly",-1
"8887","snicker",-0.8
"8888","snide",-1
"8889","sniffle",-0.6
"8890","snitch",-1
"8891","snob",-0.5
"8892","snobbish",-0.5
"8893","snobby",-1
"8894","snobs",-1
"8895","snooty",-1
"8896","snores",-0.1
"8897","snub",-0.5
"8898","snubbed",-1
"8899","snubbing",-1
"8900","snubs",-1
"8901","snuggled",0.8
"8902","sob",-0.5
"8903","sobbed",-1
"8904","sobbing",-1
"8905","sobering",-0.25
"8906","sobs",-0.8
"8907","sociable",0.5
"8908","socialist",-0.25
"8909","sociopath",-1
"8910","soft",0.6
"8911","softened",0.6
"8912","softens",0.6
"8913","softer",0.6
"8914","softhearted",0.8
"8915","soggy",-0.25
"8916","soiled",-0.8
"8917","solace",0.5
"8918","solemn",-0.25
"8919","soliciting",-0.6
"8920","solicitous",0.5
"8921","solicitously",-0.8
"8922","solicitude",0.25
"8923","solid",0.25
"8924","solidarity",0.5
"8925","solidifying",0.25
"8926","solution",0.5
"8927","solutions",0.5
"8928","solve",0.8
"8929","solved",0.8
"8930","solvency",0.25
"8931","solves",0.8
"8932","solving",0.8
"8933","somber",-0.25
"8934","sonar",-0.25
"8935","sonofabitch",-1
"8936","sonorous",-0.25
"8937","soot",-0.1
"8938","soothe",0.25
"8939","soothed",0.5
"8940","soothing",0.75
"8941","soothingly",1
"8942","sophisticated",0.75
"8943","sorcery",-0.25
"8944","sordid",-0.6
"8945","sore",-1
"8946","sorely",-0.5
"8947","soreness",-0.5
"8948","sorrow",-1
"8949","sorrowful",-0.75
"8950","sorrowfully",-1
"8951","sorry",-0.5
"8952","sortie",-0.25
"8953","soulful",1
"8954","soulless",-0.5
"8955","soulmate",0.25
"8956","soundly",0.25
"8957","soundness",0.5
"8958","sour",-0.5
"8959","sourly",-0.8
"8960","spa",0.4
"8961","spacious",0.5
"8962","spank",-0.5
"8963","spark",0.1
"8964","sparking",0.6
"8965","sparkles",0.8
"8966","sparkling",0.5
"8967","spasm",-1
"8968","spat",-0.5
"8969","spattering",-0.6
"8970","spear",-0.4
"8971","special",0.8
"8972","specialize",0.25
"8973","specifics",0.25
"8974","specify",0.25
"8975","spectacle",0.4
"8976","spectacular",0.8
"8977","spectacularly",1
"8978","speculate",-0.25
"8979","speculation",-0.25
"8980","speech",0.25
"8981","speedily",0.4
"8982","speedy",0.5
"8983","spellbind",0.6
"8984","spellbinding",0.5
"8985","spellbindingly",0.6
"8986","spellbound",0.5
"8987","spent",-0.25
"8988","spew",-0.6
"8989","spewed",-0.6
"8990","spewing",-0.6
"8991","spews",-0.5
"8992","spilling",-0.4
"8993","spindly",-0.8
"8994","spineless",-1
"8995","spinster",-0.5
"8996","spirit",0.5
"8997","spirited",0.5
"8998","spiritless",-0.5
"8999","spirits",0.25
"9000","spiritual",0.1
"9001","spite",-0.5
"9002","spiteful",-0.75
"9003","spitefully",-1
"9004","spitefulness",-1
"9005","splatter",-0.6
"9006","splendid",1
"9007","splendidly",0.8
"9008","splendor",0.5
"9009","splinter",-0.5
"9010","splintering",-0.8
"9011","split",-0.5
"9012","splitting",-0.5
"9013","spoil",-0.5
"9014","spoilage",-1
"9015","spoilages",-1
"9016","spoiled",-0.6
"9017","spoiler",-0.8
"9018","spoils",-1
"9019","spongy",-0.25
"9020","sponsor",0.6
"9021","spontaneous",0.5
"9022","spook",-0.5
"9023","spookier",-0.8
"9024","spookiest",-0.8
"9025","spookily",-0.8
"9026","spooky",-0.5
"9027","spoonfed",-0.25
"9028","spoonfeed",-0.25
"9029","sporadic",-0.5
"9030","spores",-0.25
"9031","sporty",0.6
"9032","spotless",0.5
"9033","spotty",-0.6
"9034","spouse",0.6
"9035","sprain",-0.8
"9036","sprains",-0.8
"9037","sprang",-0.25
"9038","spree",0.25
"9039","sprightly",0.5
"9040","springy",0.6
"9041","sprouting",0.1
"9042","spry",0.8
"9043","spurious",-0.5
"9044","spurn",-1
"9045","sputter",-0.25
"9046","sputtering",-0.25
"9047","squabble",-1
"9048","squabbling",-1
"9049","squall",-1
"9050","squander",-1
"9051","squashed",-0.6
"9052","squatter",-0.6
"9053","squeaky",-0.25
"9054","squeal",-0.25
"9055","squealing",-0.25
"9056","squeals",-0.25
"9057","squeamish",-0.8
"9058","squelch",-0.4
"9059","squelched",-0.5
"9060","squint",-0.4
"9061","squirm",-0.75
"9062","squishy",-0.25
"9063","stab",-1
"9064","stabbed",-0.5
"9065","stabbing",-1
"9066","stability",0.5
"9067","stabilize",0.8
"9068","stable",1
"9069","stabs",-1
"9070","staccato",-0.4
"9071","staggered",-0.6
"9072","staggering",-0.6
"9073","staggeringly",-0.6
"9074","staggers",-0.6
"9075","stagnant",-0.5
"9076","stagnate",-0.8
"9077","stagnation",-0.8
"9078","staid",-0.25
"9079","stain",-0.5
"9080","stainless",0.5
"9081","stains",-0.8
"9082","stale",-0.5
"9083","stalemate",-0.25
"9084","stalk",-0.8
"9085","stalked",-0.8
"9086","stalker",-1
"9087","stalkers",-1
"9088","stalking",-0.8
"9089","stall",-0.5
"9090","stalled",-0.4
"9091","stalling",-0.4
"9092","stalls",-0.4
"9093","stalwart",0.8
"9094","stamina",0.75
"9095","stammer",-0.6
"9096","stammering",-0.6
"9097","stampede",-0.75
"9098","stanching",-0.25
"9099","standoff",-0.8
"9100","standout",0.6
"9101","standstill",-0.5
"9102","star",0.6
"9103","staring",-0.25
"9104","stark",-0.5
"9105","starkly",-0.4
"9106","starlight",0.6
"9107","starry",0.5
"9108","startle",-0.5
"9109","startled",-0.6
"9110","startling",-0.25
"9111","startlingly",-0.5
"9112","starvation",-0.75
"9113","starve",-0.5
"9114","starved",-0.5
"9115","starves",-0.8
"9116","starving",-0.5
"9117","stately",0.75
"9118","stateoftheart",0.8
"9119","statewide",-0.25
"9120","static",-0.25
"9121","staunch",0.5
"9122","steadfast",0.75
"9123","steadfastly",0.8
"9124","steadfastness",1
"9125","steadiest",0.6
"9126","steadiness",0.6
"9127","steady",0.6
"9128","steal",-0.75
"9129","stealing",-0.75
"9130","steals",-0.5
"9131","stealth",-0.25
"9132","stealthy",-0.4
"9133","steep",-0.25
"9134","stellar",0.5
"9135","stench",-1
"9136","stereotype",-0.75
"9137","stereotyped",-0.5
"9138","stereotypical",-0.6
"9139","stereotypically",-0.6
"9140","sterile",-0.4
"9141","sterility",-0.8
"9142","stern",-0.75
"9143","sternly",-0.6
"9144","stethoscope",-0.25
"9145","sticky",-0.25
"9146","stiff",-0.25
"9147","stiffen",-0.6
"9148","stiffened",-0.6
"9149","stiffness",-0.25
"9150","stifle",-0.5
"9151","stifled",-0.75
"9152","stifling",-0.5
"9153","stiflingly",-1
"9154","stigma",-0.5
"9155","stigmatize",-1
"9156","stillbirths",-1
"9157","stillborn",-1
"9158","stimulate",0.5
"9159","stimulated",0.1
"9160","stimulates",0.5
"9161","stimulating",0.5
"9162","sting",-0.5
"9163","stinging",-0.5
"9164","stingy",-0.75
"9165","stink",-0.5
"9166","stinking",-0.5
"9167","stinks",-0.8
"9168","stinky",-0.8
"9169","stitches",-0.6
"9170","stockpiled",-0.25
"9171","stodgy",-1
"9172","stole",-0.8
"9173","stolen",-0.75
"9174","stoned",-0.6
"9175","stoner",-0.25
"9176","stony",-0.25
"9177","stooge",-0.25
"9178","stooges",-0.25
"9179","stop",-0.4
"9180","stopped",-0.4
"9181","stopping",-0.4
"9182","stops",-0.4
"9183","storm",-0.25
"9184","stormed",-0.25
"9185","stormy",-0.5
"9186","storyteller",0.4
"9187","straggle",-0.5
"9188","straggler",-0.8
"9189","straight",0.6
"9190","straighten",0.6
"9191","straightforward",0.5
"9192","straightforwardness",0.25
"9193","strain",-0.6
"9194","strained",-0.75
"9195","straining",-0.5
"9196","stranded",-1
"9197","strange",-0.5
"9198","strangely",-0.5
"9199","stranger",-0.5
"9200","strangest",-0.25
"9201","strangle",-0.5
"9202","strangled",-0.5
"9203","strangling",-1
"9204","strategic",0.6
"9205","strategist",0.4
"9206","stray",-0.5
"9207","straying",-0.6
"9208","streamlined",0.6
"9209","strength",0.5
"9210","strengthen",0.5
"9211","strengthened",1
"9212","strengthening",0.5
"9213","strengthens",1
"9214","strenuous",-0.6
"9215","stress",-0.75
"9216","stresses",-1
"9217","stressful",-0.5
"9218","stressfully",-1
"9219","strewed",-0.4
"9220","stricken",-0.5
"9221","strict",-0.4
"9222","strictly",-0.6
"9223","strident",-0.25
"9224","stridently",-0.25
"9225","strife",-0.5
"9226","strike",-0.75
"9227","striking",0.5
"9228","strikingly",0.5
"9229","stringent",-0.6
"9230","stringently",-0.6
"9231","striptease",0.25
"9232","striving",1
"9233","stroke",-0.25
"9234","stroking",0.25
"9235","strolled",0.4
"9236","strong",0.5
"9237","stronger",0.5
"9238","strongest",0.75
"9239","strongly",0.6
"9240","struck",-0.5
"9241","struggle",-0.75
"9242","struggled",-0.5
"9243","struggles",-0.5
"9244","struggling",-0.5
"9245","strut",-0.5
"9246","stubbly",-0.4
"9247","stubborn",-0.75
"9248","stubbornly",-0.5
"9249","stubbornness",-0.6
"9250","stuck",-0.25
"9251","stud",0.6
"9252","study",0.25
"9253","stuffy",-0.75
"9254","stumble",-0.5
"9255","stumbled",-0.6
"9256","stumbles",-0.5
"9257","stumped",-0.8
"9258","stun",-0.25
"9259","stung",-1
"9260","stunned",-0.25
"9261","stunning",0.75
"9262","stunningly",0.8
"9263","stunted",-0.5
"9264","stupefied",-0.6
"9265","stupefy",-0.6
"9266","stupendous",0.6
"9267","stupendously",0.6
"9268","stupid",-1
"9269","stupidest",-0.5
"9270","stupidity",-0.75
"9271","stupidly",-0.75
"9272","stupor",-0.75
"9273","sturdier",0.8
"9274","sturdy",0.5
"9275","stutter",-0.6
"9276","stuttered",-0.6
"9277","stuttering",-0.5
"9278","stutters",-0.6
"9279","sty",-0.5
"9280","stylish",0.8
"9281","stylishly",0.8
"9282","stylized",0.5
"9283","stymied",-1
"9284","suave",0.5
"9285","suavely",0.8
"9286","subdivision",-0.25
"9287","subdue",-0.5
"9288","subdued",-0.4
"9289","subjected",-0.5
"9290","subjection",-0.5
"9291","subjugate",-0.25
"9292","subjugation",-0.75
"9293","sublimation",0.1
"9294","sublime",0.5
"9295","sublimely",0.8
"9296","submissive",-0.4
"9297","subordinate",-0.5
"9298","subpar",-0.25
"9299","subpoena",-0.5
"9300","subpoenas",-0.8
"9301","subservience",-0.4
"9302","subservient",-0.4
"9303","subsidence",-0.25
"9304","subsiding",0.25
"9305","subsidize",-0.25
"9306","subsidized",-0.25
"9307","subsidizes",-0.25
"9308","subsidizing",-0.25
"9309","subsidy",-0.25
"9310","subsist",0.25
"9311","substandard",-0.5
"9312","substantial",0.5
"9313","substantially",0.6
"9314","substantiate",0.8
"9315","substantive",0.5
"9316","subtract",-0.5
"9317","subversion",-0.5
"9318","subversive",-0.75
"9319","subversively",-0.25
"9320","subvert",-0.5
"9321","succeed",0.5
"9322","succeeded",0.5
"9323","succeeding",0.75
"9324","succeeds",1
"9325","succes",0.6
"9326","success",0.75
"9327","successes",0.5
"9328","successful",0.75
"9329","successfully",1
"9330","succinct",0.8
"9331","succumb",-0.5
"9332","succumbing",-0.6
"9333","suck",-0.75
"9334","sucked",-0.25
"9335","sucker",-0.5
"9336","suckle",0.25
"9337","suckled",0.25
"9338","sucks",-0.5
"9339","sucky",-0.25
"9340","sued",-0.8
"9341","sues",-0.8
"9342","suffer",-0.75
"9343","suffered",-1
"9344","sufferer",-0.5
"9345","sufferers",-1
"9346","suffering",-1
"9347","suffers",-0.75
"9348","suffice",0.5
"9349","sufficed",0.5
"9350","suffices",0.5
"9351","sufficiency",1
"9352","sufficient",1
"9353","sufficiently",1
"9354","suffocate",-1
"9355","suffocating",-0.5
"9356","suffocation",-1
"9357","suffused",0.25
"9358","sugarcoat",-0.25
"9359","sugarcoated",-0.25
"9360","suicidal",-0.75
"9361","suicide",-0.75
"9362","suing",-0.8
"9363","suitable",0.5
"9364","sulk",-1
"9365","sulking",-1
"9366","sulky",-1
"9367","sullen",-1
"9368","sully",-0.5
"9369","sultry",0.4
"9370","summon",-0.25
"9371","summons",-0.25
"9372","sumptuous",0.8
"9373","sumptuously",0.8
"9374","sumptuousness",0.8
"9375","sun",0.6
"9376","sunburns",-0.25
"9377","sundae",0.6
"9378","sunder",-0.25
"9379","sunk",-0.5
"9380","sunken",-0.6
"9381","sunlit",0.6
"9382","sunny",0.6
"9383","sunrise",0.6
"9384","sunset",0.6
"9385","sunsets",0.6
"9386","sunshine",0.5
"9387","super",0.75
"9388","superb",1
"9389","superbly",1
"9390","superficial",-0.5
"9391","superficiality",-0.25
"9392","superficially",-0.25
"9393","superfluous",-0.5
"9394","superhuman",0.5
"9395","superior",0.75
"9396","superiority",0.5
"9397","superman",0.8
"9398","supernatural",-0.4
"9399","superstar",0.8
"9400","superstition",-0.6
"9401","superstitious",-0.5
"9402","supple",0.8
"9403","supplication",-0.4
"9404","supplications",-0.25
"9405","support",0.5
"9406","supported",0.75
"9407","supporter",0.75
"9408","supporters",0.8
"9409","supporting",0.75
"9410","supportive",0.75
"9411","supports",0.5
"9412","suppress",-0.5
"9413","suppressed",-1
"9414","suppression",-0.5
"9415","supremacy",0.25
"9416","supreme",0.5
"9417","supremely",0.75
"9418","surcharge",-0.25
"9419","surety",0.4
"9420","surly",-0.6
"9421","surmount",0.6
"9422","surpass",0.4
"9423","surpassing",0.4
"9424","surprise",0.6
"9425","surreal",0.4
"9426","surreally",0.4
"9427","surrender",-0.5
"9428","surrendering",-0.4
"9429","surveillance",-0.4
"9430","survival",0.6
"9431","survive",0.8
"9432","survived",0.4
"9433","surviving",0.5
"9434","survivor",0.5
"9435","susceptible",-0.5
"9436","suspect",-0.75
"9437","suspected",-0.6
"9438","suspecting",-0.5
"9439","suspects",-0.5
"9440","suspend",-0.6
"9441","suspended",-0.6
"9442","suspension",-0.5
"9443","suspicion",-0.75
"9444","suspicions",-0.5
"9445","suspicious",-0.75
"9446","suspiciously",-0.6
"9447","sustainability",1
"9448","sustainable",1
"9449","swab",-0.4
"9450","swamp",-0.6
"9451","swamped",-0.5
"9452","swampy",-0.6
"9453","swank",0.4
"9454","swankier",0.4
"9455","swankiest",0.4
"9456","swanky",0.4
"9457","swarmed",-0.4
"9458","swastika",-1
"9459","swat",-0.6
"9460","swayed",-0.4
"9461","swear",-0.1
"9462","swearing",-0.5
"9463","swears",-0.6
"9464","sweating",-0.25
"9465","sweaty",-0.5
"9466","sweet",0.75
"9467","sweeten",0.6
"9468","sweeter",0.8
"9469","sweetheart",0.5
"9470","sweetie",1
"9471","sweetly",0.5
"9472","sweetness",0.75
"9473","sweets",0.5
"9474","swelled",-0.5
"9475","swelling",-0.75
"9476","swift",0.75
"9477","swiftly",0.6
"9478","swiftness",0.8
"9479","swindle",-0.5
"9480","swindles",-1
"9481","swindling",-1
"9482","swine",-0.5
"9483","swipe",-0.6
"9484","swollen",-0.5
"9485","symbolic",0.4
"9486","symbolically",0.4
"9487","symmetrical",0.1
"9488","symmetry",0.1
"9489","sympathetic",1
"9490","sympathy",0.25
"9491","symptom",-0.5
"9492","symptoms",-0.4
"9493","synchronize",0.25
"9494","syndrome",-0.5
"9495","syrupy",-0.25
"9496","taboo",-0.5
"9497","tackiest",-0.8
"9498","tackle",-0.25
"9499","tacky",-0.25
"9500","tact",0.4
"9501","tactics",-0.25
"9502","taint",-0.5
"9503","tainted",-1
"9504","talent",0.5
"9505","talented",0.5
"9506","talents",0.5
"9507","talisman",0.25
"9508","talk",0.4
"9509","tamper",-1
"9510","tangle",-0.6
"9511","tangled",-0.75
"9512","tangles",-0.6
"9513","tanked",-0.8
"9514","tanned",0.5
"9515","tantrum",-1
"9516","tapestry",0.4
"9517","tardiness",-1
"9518","tardy",-0.25
"9519","targets",-0.4
"9520","tariff",-0.25
"9521","tarnish",-0.5
"9522","tarnished",-1
"9523","tarnishes",-1
"9524","tarnishing",-1
"9525","task",-0.25
"9526","tasteful",0.6
"9527","tasteless",-0.5
"9528","tasty",1
"9529","tattered",-1
"9530","taunt",-0.5
"9531","taunted",-1
"9532","taunting",-1
"9533","tauntingly",-1
"9534","taunts",-1
"9535","tawdry",-0.8
"9536","tax",-0.25
"9537","taxing",-0.8
"9538","teach",0.4
"9539","teacher",0.25
"9540","teardrops",-0.6
"9541","tearfully",-1
"9542","tearily",-1
"9543","tears",-0.8
"9544","teary",-0.8
"9545","tease",-0.5
"9546","teasing",-0.8
"9547","technology",0.1
"9548","tedious",-0.5
"9549","tediously",-1
"9550","tedium",-1
"9551","teems",-0.25
"9552","temerity",-0.25
"9553","temper",-0.5
"9554","tempered",-0.8
"9555","tempers",-0.4
"9556","tempest",-0.5
"9557","tempt",-0.25
"9558","temptation",-0.5
"9559","tempting",-0.25
"9560","temptingly",-0.25
"9561","tenable",0.4
"9562","tenacious",0.5
"9563","tenaciously",0.8
"9564","tenacity",0.5
"9565","tender",0.75
"9566","tenderly",0.5
"9567","tenderness",0.8
"9568","tenement",-0.25
"9569","tense",-0.5
"9570","tension",-0.5
"9571","tenuous",-0.8
"9572","tenuously",-0.8
"9573","tepid",-0.25
"9574","terminal",-0.25
"9575","terminally",-0.6
"9576","terminate",-0.8
"9577","termination",-0.8
"9578","termite",-0.25
"9579","terrible",-0.75
"9580","terribleness",-1
"9581","terribly",-0.5
"9582","terrific",0.5
"9583","terrifically",0.8
"9584","terrified",-1
"9585","terrifies",-1
"9586","terrifying",-1
"9587","terror",-1
"9588","terrorism",-0.75
"9589","terrorist",-1
"9590","terrorize",-0.75
"9591","terrorized",-1
"9592","terrorizes",-1
"9593","terse",-0.4
"9594","testily",-1
"9595","testy",-1
"9596","tether",-0.25
"9597","thank",0.5
"9598","thankful",1
"9599","thanking",1
"9600","thankless",-1
"9601","thanks",0.6
"9602","thanksgiving",0.8
"9603","theft",-0.5
"9604","theoretical",0.4
"9605","therapeutic",1
"9606","therapeutics",1
"9607","therapist",-0.25
"9608","thicket",-0.25
"9609","thief",-1
"9610","thieves",-1
"9611","thinker",0.5
"9612","thirst",-0.25
"9613","thirsty",-0.25
"9614","thorn",-0.25
"9615","thorny",-0.75
"9616","thoroughbred",0.6
"9617","thoughtful",1
"9618","thoughtfully",1
"9619","thoughtfulness",0.5
"9620","thoughtless",-0.75
"9621","thoughtlessly",-1
"9622","thoughtlessness",-1
"9623","thrash",-0.5
"9624","thrashed",-0.25
"9625","thrashing",-1
"9626","threadbare",-0.8
"9627","threat",-0.75
"9628","threaten",-0.75
"9629","threatened",-0.5
"9630","threatening",-1
"9631","threatens",-0.5
"9632","threats",-0.75
"9633","threesomes",0.25
"9634","thresh",-0.4
"9635","thrift",0.5
"9636","thrifty",0.8
"9637","thrill",0.5
"9638","thrilled",0.5
"9639","thriller",0.1
"9640","thrilling",0.5
"9641","thrillingly",1
"9642","thrills",1
"9643","thrive",1
"9644","thriving",0.5
"9645","throb",-0.75
"9646","throbbed",-0.6
"9647","throbbing",-0.6
"9648","throbs",-0.6
"9649","throne",0.6
"9650","throttle",-0.5
"9651","thrusting",-0.4
"9652","thudding",-0.4
"9653","thug",-0.5
"9654","thugs",-1
"9655","thumbsup",1
"9656","thundering",-0.5
"9657","thunderstorms",-0.25
"9658","thunderstruck",-0.25
"9659","thwart",-0.75
"9660","thwarted",-0.8
"9661","thwarting",-0.8
"9662","thwarts",-0.8
"9663","tickle",0.75
"9664","tickled",0.6
"9665","tickling",0.6
"9666","tidy",0.8
"9667","tiff",-0.25
"9668","timeconsuming",-0.25
"9669","timehonored",0.6
"9670","timely",0.5
"9671","timid",-0.75
"9672","timidity",-0.25
"9673","timidly",-0.6
"9674","timidness",-0.6
"9675","timorous",-0.6
"9676","tingle",0.6
"9677","tinsel",0.6
"9678","tipsy",-0.25
"9679","tirade",-1
"9680","tired",-0.75
"9681","tiredness",-0.25
"9682","tiresome",-0.5
"9683","tiring",-1
"9684","tit",-0.25
"9685","titillate",0.8
"9686","titillating",0.8
"9687","titillatingly",0.8
"9688","tobacco",-0.25
"9689","togetherness",1
"9690","toil",-0.8
"9691","toilet",-0.25
"9692","toils",-0.8
"9693","tolerable",0.8
"9694","tolerant",0.5
"9695","tolerate",-0.25
"9696","toleration",0.25
"9697","toll",-0.6
"9698","toothache",-1
"9699","toothless",-0.6
"9700","toothsome",-0.25
"9701","toothy",-0.25
"9702","topheavy",-0.25
"9703","topnotch",1
"9704","topple",-0.5
"9705","topquality",1
"9706","torment",-0.75
"9707","tormented",-1
"9708","torn",-0.5
"9709","torpedo",-0.25
"9710","torpedoed",-0.6
"9711","torrent",-0.4
"9712","torrents",-0.4
"9713","torrid",-0.5
"9714","tort",-0.25
"9715","tortious",-0.6
"9716","tortuous",-0.8
"9717","torture",-1
"9718","tortured",-0.75
"9719","tortures",-0.75
"9720","torturing",-0.75
"9721","torturous",-1
"9722","torturously",-1
"9723","totalitarian",-0.75
"9724","totalitarianism",-1
"9725","tottered",-0.6
"9726","touched",0.25
"9727","touchy",-0.25
"9728","tough",0.25
"9729","tougher",0.25
"9730","toughest",0.25
"9731","toughness",0.25
"9732","towering",-0.4
"9733","toxic",-0.5
"9734","toxically",-1
"9735","toxin",-1
"9736","traditional",0.6
"9737","traditionalists",-0.25
"9738","traduce",-0.25
"9739","tragedy",-0.75
"9740","tragic",-0.75
"9741","tragically",-1
"9742","traitor",-0.5
"9743","traitorous",-1
"9744","traitorously",-1
"9745","tramp",-0.5
"9746","trample",-0.8
"9747","tranquil",0.75
"9748","tranquility",0.5
"9749","transcendence",0.6
"9750","transcendental",0.6
"9751","transgress",-0.8
"9752","transgression",-0.5
"9753","transgressions",-1
"9754","transparent",-0.25
"9755","trap",-0.5
"9756","trapped",-0.5
